1829	56.0
1642	56.8
1513	58.9
1492	58.5
1389	56.5
1298	52.1
1146	52.7
1166	54.4
1365	52.7
1424	55.8
1263	56.5
1251	56.9
1488	55.9
1920	53.1
1662	53.5
2145	53.4
2502	50.7
2843	51.7
3069	50.6
3297	45.2
3661	44.5
3877	43.4
4141	39.4
4697	37.2
5480	36.4
6138	35.9
6976	35.6
8274	35.5
9779	36.6
10287	35.0
11415	33.5
13013	33.5
13778	35.5
14992	34.9
16188	35.0
